name	2000-01	2000-02	2000-03	2000-04	2000-05	2000-06	2000-07	2000-08	2000-09	2000-10	2000-11	2000-12
Bethesda-Rockville-Frederick, MD Met Div	2.6	2.7	2.6	2.8	2.8	2.9	3	3.1	3.3	3.5	5	3.6	
